Escuela_ID;Curso ;matricula_por_escuela_y_curso
1181;1°;62
1182;1°;105
1183;1°;29
1184;1°;36
1185;1°;26
1186;1°;60
1187;1°;98
1188;1°;20
1189;1°;96
1190;1°;78
1191;1°;99
1192;1°;125
1193;1°;7
1194;1°;17
1195;1°;13
1196;1°;68
1197;1°;58
1198;1°;57
1199;1°;126
1200;1°;50
1201;1°;38
1202;1°;66
1203;1°;34
1204;1°;93
1205;1°;68
1206;1°;42
1207;1°;47
1208;1°;61
1209;1°;105
1210;1°;26
1211;1°;84
1212;1°;70
1213;1°;54
1214;1°;14
1215;1°;48
1216;1°;25
1217;1°;22
1218;1°;103
1219;1°;55
1220;1°;62
1221;1°;23
1222;1°;51
1223;1°;40
1224;1°;29
1225;1°;18
1226;1°;26
1227;1°;26
1228;1°;23
1229;1°;45
1230;1°;53
1231;1°;15
1232;1°;28
1233;1°;63
1234;1°;15
1235;1°;62
1236;1°;73
1237;1°;30
1238;1°;25
1239;1°;26
1240;1°;15
1241;1°;33
1242;1°;30
1243;1°;67
1244;1°;49
1245;1°;30
1246;1°;165
1247;1°;86
1403;1°;14
1442;1°;191
1443;1°;233
1444;1°;148
1445;1°;178
1446;1°;224
1584;1°;11
1947;1°;108
1948;1°;65
1949;1°;63
1950;1°;84
1951;1°;94
1952;1°;36
1953;1°;35
1954;1°;66
1955;1°;64
1956;1°;91
1957;1°;94
1958;1°;64
1959;1°;69
1960;1°;36
1961;1°;10
1962;1°;22
1963;1°;66
1964;1°;65
1965;1°;72
1966;1°;55
1967;1°;118
1969;1°;64
1970;1°;57
1971;1°;108
1972;1°;70
1973;1°;65
1974;1°;51
1975;1°;27
1977;1°;67
1978;1°;28
1979;1°;129
1980;1°;95
1981;1°;103
1983;1°;133
1984;1°;66
1985;1°;57
1986;1°;108
1987;1°;61
1988;1°;37
1989;1°;30
1990;1°;49
1991;1°;54
1992;1°;68
1993;1°;45
1994;1°;68
1995;1°;26
1996;1°;64
1998;1°;64
1999;1°;58
2001;1°;54
2003;1°;36
2005;1°;66
2006;1°;98
2007;1°;62
2009;1°;30
2011;1°;126
2012;1°;42
2014;1°;125
2015;1°;64
2016;1°;26
2017;1°;64
2018;1°;35
2019;1°;118
2020;1°;32
2021;1°;61
2024;1°;65
2025;1°;26
2027;1°;156
2029;1°;34
2033;1°;5
2034;1°;16
2035;1°;60
2037;1°;34
2039;1°;26
2041;1°;40
2042;1°;29
2043;1°;31
2044;1°;45
2045;1°;59
2046;1°;76
2047;1°;41
2048;1°;41
2050;1°;73
2052;1°;36
2053;1°;73
2054;1°;101
2058;1°;33
2059;1°;37
2061;1°;47
2062;1°;63
2063;1°;27
2064;1°;48
2411;1°;81
2412;1°;95
2577;1°;108
2666;1°;102
2667;1°;78
2668;1°;68
2669;1°;15
2670;1°;15
2671;1°;68
2675;1°;121
2676;1°;53
2677;1°;61
2678;1°;37
2679;1°;33
2680;1°;22
2681;1°;58
2682;1°;27
2683;1°;26
2684;1°;24
2685;1°;20
2686;1°;62
3192;1°;15
3204;1°;58
3210;1°;28
3321;1°;49
3513;1°;13
4394;1°;27
4989;1°;61
5041;1°;25
5044;1°;24
5088;1°;9
5089;1°;21
5110;1°;24
5111;1°;32
5176;1°;27
5177;1°;10
5179;1°;33
5184;1°;70
5185;1°;33
5187;1°;35
5188;1°;30
5191;1°;20
5236;1°;28
5318;1°;38
5319;1°;9
